term_id,term,normalized,category,language,status
EN03112,Abnormality of Endocrine Pancreas Physiology,abnormality of endocrine pancreas physiology,symptom,english,active
EN03113,Abnormality of Enteric Ganglion Morphology,abnormality of enteric ganglion morphology,symptom,english,active
EN03114,Abnormality of Enteric Nervous System Morphology,abnormality of enteric nervous system morphology,symptom,english,active
EN03115,Abnormality of Enteric Neuron Morphology,abnormality of enteric neuron morphology,symptom,english,active
EN03116,Abnormality of Eosinophils,abnormality of eosinophils,symptom,english,active
EN03117,Abnormality of Epidermal Morphology,abnormality of epidermal morphology,symptom,english,active
EN03118,Abnormality of Epiphysis Morphology,abnormality of epiphysis morphology,symptom,english,active
EN03119,Abnormality of Equilibrium,abnormality of equilibrium,symptom,english,active
EN03120,Abnormality of Erythrocytes,abnormality of erythrocytes,symptom,english,active
EN03121,Abnormality of Esophagus Physiology,abnormality of esophagus physiology,symptom,english,active
EN03122,Abnormality of Esophagus Structure,abnormality of esophagus structure,symptom,english,active
EN03123,Abnormality of Ethmoid Bone,abnormality of ethmoid bone,symptom,english,active
EN03124,Abnormality of Ethmoid Sinus,abnormality of ethmoid sinus,symptom,english,active
EN03125,Abnormality of Ethmoidal Air Cells,abnormality of ethmoidal air cells,symptom,english,active
EN03126,Abnormality of Exocrine Pancreas Physiology,abnormality of exocrine pancreas physiology,symptom,english,active
EN03127,Abnormality of External Carotid Artery,abnormality of external carotid artery,symptom,english,active
EN03128,Abnormality of External Features of the Abdomen,abnormality of external features of the abdomen,symptom,english,active
EN03129,Abnormality of External Jugular Vein,abnormality of external jugular vein,symptom,english,active
EN03130,Abnormality of Extrapyramidal Motor Function,abnormality of extrapyramidal motor function,symptom,english,active
EN03131,Abnormality of Extrinsic Lingual Muscle,abnormality of extrinsic lingual muscle,symptom,english,active
EN03132,Abnormality of Extrinsic Muscle of Tongue,abnormality of extrinsic muscle of tongue,symptom,english,active
EN03133,Abnormality of Eye Blood Vessels,abnormality of eye blood vessels,symptom,english,active
EN03134,Abnormality of Eye Movement,abnormality of eye movement,symptom,english,active
EN03135,Abnormality of Eye Tooth,abnormality of eye tooth,symptom,english,active
EN03136,Abnormality of Eyeball Location,abnormality of eyeball location,symptom,english,active
EN03137,Abnormality of Eyeball Position,abnormality of eyeball position,symptom,english,active
EN03138,Abnormality of Eyeball Size,abnormality of eyeball size,symptom,english,active
EN03139,Abnormality of Facial Adipose Tissue,abnormality of facial adipose tissue,symptom,english,active
EN03140,Abnormality of Facial Artery,abnormality of facial artery,symptom,english,active
EN03141,Abnormality of Facial Fat,abnormality of facial fat,symptom,english,active
EN03142,Abnormality of Facial Muscles,abnormality of facial muscles,symptom,english,active
EN03143,Abnormality of Facial Musculature,abnormality of facial musculature,symptom,english,active
EN03144,Abnormality of Facial Skeleton,abnormality of facial skeleton,symptom,english,active
EN03145,Abnormality of Facial Soft Tissue,abnormality of facial soft tissue,symptom,english,active
EN03146,Abnormality of Facial Vein,abnormality of facial vein,symptom,english,active
EN03147,Abnormality of Fat Tissue,abnormality of fat tissue,symptom,english,active
EN03148,Abnormality of Fatty Acid Anion,abnormality of fatty acid anion,symptom,english,active
EN03149,Abnormality of Fatty Acid Metabolism,abnormality of fatty acid metabolism,symptom,english,active
EN03150,Abnormality of Fatty Tissue,abnormality of fatty tissue,symptom,english,active
EN03151,Abnormality of Fatty Tissue Below the Skin,abnormality of fatty tissue below the skin,symptom,english,active
EN03152,Abnormality of Female External Genitalia,abnormality of female external genitalia,symptom,english,active
EN03153,Abnormality of Female Internal Genitalia,abnormality of female internal genitalia,symptom,english,active
EN03154,Abnormality of Femoral Epiphysis,abnormality of femoral epiphysis,symptom,english,active
EN03155,Abnormality of Femur Morphology,abnormality of femur morphology,symptom,english,active
EN03156,Abnormality of Fibrinolysis,abnormality of fibrinolysis,symptom,english,active
EN03157,Abnormality of Fibula Morphology,abnormality of fibula morphology,symptom,english,active
EN03158,Abnormality of Fibular Epiphyses,abnormality of fibular epiphyses,symptom,english,active
EN03159,Abnormality of Finger,abnormality of finger,symptom,english,active
EN03160,Abnormality of Fingers or Toes,abnormality of fingers or toes,symptom,english,active
EN03161,Abnormality of Fluid Regulation,abnormality of fluid regulation,symptom,english,active
EN03162,Abnormality of Folate in Blood,abnormality of folate in blood,symptom,english,active
EN03163,Abnormality of Folate Metabolism,abnormality of folate metabolism,symptom,english,active
EN03164,Abnormality of Foot Cortical Bone,abnormality of foot cortical bone,symptom,english,active
EN03165,Abnormality of Forearm Bone,abnormality of forearm bone,symptom,english,active
EN03166,Abnormality of Forebrain Morphology,abnormality of forebrain morphology,symptom,english,active
EN03167,Abnormality of Foveal Pigmentation,abnormality of foveal pigmentation,symptom,english,active
EN03168,Abnormality of Frenum of Tongue,abnormality of frenum of tongue,symptom,english,active
EN03169,Abnormality of Frontal Process of Maxilla,abnormality of frontal process of maxilla,symptom,english,active
EN03170,Abnormality of Frontal Sinus,abnormality of frontal sinus,symptom,english,active
EN03171,Abnormality of Fundus Pigmentation,abnormality of fundus pigmentation,symptom,english,active
EN03172,Abnormality of Galactoside Metabolism,abnormality of galactoside metabolism,symptom,english,active
EN03173,Abnormality of Ganglion,abnormality of ganglion,symptom,english,active
EN03174,Abnormality of Ganglion of Peripheral Nervous System,abnormality of ganglion of peripheral nervous system,symptom,english,active
EN03175,Abnormality of Gastrointestinal Vasculature,abnormality of gastrointestinal vasculature,symptom,english,active
EN03176,Abnormality of Genioglossus Muscle,abnormality of genioglossus muscle,symptom,english,active
EN03177,Abnormality of GI Blood Vessels,abnormality of gi blood vessels,symptom,english,active
EN03178,Abnormality of GI Vasculature,abnormality of gi vasculature,symptom,english,active
EN03179,Abnormality of Globe Location,abnormality of globe location,symptom,english,active
EN03180,Abnormality of Globe Position,abnormality of globe position,symptom,english,active
EN03181,Abnormality of Globe Size,abnormality of globe size,symptom,english,active
EN03182,Abnormality of Globulin,abnormality of globulin,symptom,english,active
EN03183,Abnormality of Glossopharyngeal Nerve,abnormality of glossopharyngeal nerve,symptom,english,active
EN03184,Abnormality of Glutamate Metabolism,abnormality of glutamate metabolism,symptom,english,active
EN03185,Abnormality of Glutes,abnormality of glutes,symptom,english,active
EN03186,Abnormality of Glycolipid Metabolism,abnormality of glycolipid metabolism,symptom,english,active
EN03187,Abnormality of Glycosaminoglycan Metabolism,abnormality of glycosaminoglycan metabolism,symptom,english,active
EN03188,Abnormality of Glycoside Metabolism,abnormality of glycoside metabolism,symptom,english,active
EN03189,Abnormality of Glycosphingolipid Metabolism,abnormality of glycosphingolipid metabolism,symptom,english,active
EN03190,Abnormality of GnRH Level,abnormality of gnrh level,symptom,english,active
EN03191,Abnormality of Gonadotropin-releasing Hormone Level,abnormality of gonadotropin-releasing hormone level,symptom,english,active
EN03192,Abnormality of Granulocytes,abnormality of granulocytes,symptom,english,active
EN03193,Abnormality of Greater Palatine Artery,abnormality of greater palatine artery,symptom,english,active
EN03194,Abnormality of Greater Sciatic Notch,abnormality of greater sciatic notch,symptom,english,active
EN03195,Abnormality of Growth Plate Morphology,abnormality of growth plate morphology,symptom,english,active
EN03196,Abnormality of Gum Ridge,abnormality of gum ridge,symptom,english,active
EN03197,Abnormality of Hair Color,abnormality of hair color,symptom,english,active
EN03198,Abnormality of Hair Colour,abnormality of hair colour,symptom,english,active
EN03199,Abnormality of Hair Density,abnormality of hair density,symptom,english,active
EN03200,Abnormality of Hair Growth,abnormality of hair growth,symptom,english,active
EN03201,Abnormality of Hair Growth Rate,abnormality of hair growth rate,symptom,english,active
EN03202,Abnormality of Hair Pigmentation,abnormality of hair pigmentation,symptom,english,active
EN03203,Abnormality of Hair Texture,abnormality of hair texture,symptom,english,active
EN03204,Abnormality of Hairline At Back of Head,abnormality of hairline at back of head,symptom,english,active
EN03205,Abnormality of Hairline At Front of Head,abnormality of hairline at front of head,symptom,english,active
EN03206,Abnormality of Hand Cortical Bone,abnormality of hand cortical bone,symptom,english,active
EN03207,Abnormality of Hand Joint Mobility,abnormality of hand joint mobility,symptom,english,active
EN03208,Abnormality of Hard Tissues of Teeth,abnormality of hard tissues of teeth,symptom,english,active
EN03209,Abnormality of Head Blood Vessel,abnormality of head blood vessel,symptom,english,active
EN03210,Abnormality of Head or Neck,abnormality of head or neck,symptom,english,active
EN03211,Abnormality of Heart Atrium,abnormality of heart atrium,symptom,english,active
EN03212,Abnormality of Higher Mental Function,abnormality of higher mental function,symptom,english,active
EN03213,Abnormality of Hindbrain Morphology,abnormality of hindbrain morphology,symptom,english,active
EN03214,Abnormality of Hippocampus Morphology,abnormality of hippocampus morphology,symptom,english,active
EN03215,Abnormality of Histidine Metabolism,abnormality of histidine metabolism,symptom,english,active
EN03216,Abnormality of Histiocytes,abnormality of histiocytes,symptom,english,active
EN03217,Abnormality of Horizontal Incisor Relationship,abnormality of horizontal incisor relationship,symptom,english,active
EN03218,Abnormality of Humoral Immunity,abnormality of humoral immunity,symptom,english,active
EN03219,Abnormality of Hyoglossus Muscle,abnormality of hyoglossus muscle,symptom,english,active
EN03220,Abnormality of Hyoid Bone,abnormality of hyoid bone,symptom,english,active
EN03221,Abnormality of Hypopharynx,abnormality of hypopharynx,symptom,english,active
EN03222,Abnormality of Hypothalamus Morphology,abnormality of hypothalamus morphology,symptom,english,active
EN03223,Abnormality of Icosanoid Metabolism,abnormality of icosanoid metabolism,symptom,english,active
EN03224,Abnormality of IL Secretion,abnormality of il secretion,symptom,english,active
EN03225,Abnormality of Immune Serum Protein Physiology,abnormality of immune serum protein physiology,symptom,english,active
EN03226,Abnormality of Immune System Physiology,abnormality of immune system physiology,symptom,english,active
EN03227,Abnormality of Incisor Morphology,abnormality of incisor morphology,symptom,english,active
EN03228,Abnormality of Index Finger,abnormality of index finger,symptom,english,active
EN03229,Abnormality of Inferior Alveolar Nerve,abnormality of inferior alveolar nerve,symptom,english,active
EN03230,Abnormality of Inferior Crus of Antihelix,abnormality of inferior crus of antihelix,symptom,english,active
EN03231,Abnormality of Inferior Oblique Extraocular Muscle,abnormality of inferior oblique extraocular muscle,symptom,english,active
EN03232,Abnormality of Inferior Rectus Extraocular Muscle,abnormality of inferior rectus extraocular muscle,symptom,english,active
EN03233,Abnormality of Inferior Thyroid Vein,abnormality of inferior thyroid vein,symptom,english,active
EN03234,Abnormality of Infra-orbital Nerve,abnormality of infra-orbital nerve,symptom,english,active
EN03235,Abnormality of Infraorbital Artery,abnormality of infraorbital artery,symptom,english,active
EN03236,Abnormality of Inside Lining of Cheek,abnormality of inside lining of cheek,symptom,english,active
EN03237,Abnormality of Interferon Secretion,abnormality of interferon secretion,symptom,english,active
EN03238,Abnormality of Interleukin Secretion,abnormality of interleukin secretion,symptom,english,active
EN03239,Abnormality of Internal Carotid Artery,abnormality of internal carotid artery,symptom,english,active
EN03240,Abnormality of Internal Jugular Vein,abnormality of internal jugular vein,symptom,english,active
